Date,Mibor1m
10/27/2023,0.071
10/30/2023,0.071
10/31/2023,0.071
11/1/2023,0.071
11/2/2023,0.0709
11/3/2023,0.071
11/6/2023,0.071
11/7/2023,0.071
11/8/2023,0.0711
11/9/2023,0.0712
11/10/2023,0.0713
11/13/2023,0.0712
11/15/2023,0.0712
11/16/2023,0.0712
11/17/2023,0.0712
11/20/2023,0.0712
11/21/2023,0.0712
11/22/2023,0.0712
11/23/2023,0.0712
11/24/2023,0.0712
11/28/2023,0.0712
11/29/2023,0.071
11/30/2023,0.071
12/1/2023,0.0708
12/4/2023,0.0709
12/5/2023,0.0709
12/6/2023,0.0709
12/7/2023,0.071
12/8/2023,0.071
12/11/2023,0.0711
12/12/2023,0.0711
12/13/2023,0.0711
12/14/2023,0.071
12/15/2023,0.071
12/18/2023,0.0711
12/19/2023,0.0712
12/20/2023,0.0713
12/21/2023,0.0713
12/22/2023,0.0713
12/26/2023,0.0713
12/27/2023,0.0714
12/28/2023,0.0715
12/29/2023,0.0715
